id,title,url,inclusion,exclusion,email,email_source,contact_name,eligibility_summary
NCT06284161,"QCT in ALS Diagnosis, Mechanistic Understanding and Follow-up",https://clinicaltrials.gov/study/NCT06284161,"Inclusion Criteria:

* A male or female patient of legal age with suspected ALS (bulbar or spinal) who meets the criteria for ""possible"", ""probable"" or ""definite"" ALS according to the Awaji criteria
* Able to give informed consent to participate in the research
* Enrolled in a Social Security plan","Exclusion Criteria:

* Pregnant or breastfeeding woman
* Severe progressive pathology other than ALS.
* Comorbidities with another neurological disease altering motor skills.
* Contraindication to trans-cranial magnetic stimulation: epilepsy, pacemaker, intracranial ferromagnetic foreign body (clip, aneurysm, implants)...
* Chronic alcoholism
* Cognitive disorders or major incapacity making it impossible to understand the study and sign an informed consent (fronto-temporal dementia, psychiatric conditions of psychotic type, language disorders)
* Refusal to participate.
* Patients under legal protection (guardianship, curators, safeguard of justice)",promo_interne_drci@chu-clermontferrand.fr,centralContacts,Lise LACLAUTRE,"This clinical trial is looking for patients with a possible, probable or definite form of ALS (bulbar or spinal) who are eligible to participate based on the Awaji criteria. Exclusions include pregnant women, severely progressive pathologies altering motor skills, contraindications to trans-cranial magnetic stimulation (Epilepsy, pace-maker, implanted foreign body), chronic alcoholism, cognitive disorders, language disorders under legal protection (guardianship, curatorship, safekeeping of justice). Patients who refuse to participate may also be excluded."
NCT07334743,Identifying Biomarkers in ALS Patients Using Neuronal Derived Extracellular Vesicles,https://clinicaltrials.gov/study/NCT07334743,"Inclusion Criteria:

For patients :

Age ≥ 18 years. Diagnostic suspicion of amyotrophic lateral sclerosis (ALS). Planned inpatient admission in the HFAR neurology department for the standard diagnostic work-up as part of routine care: clinical evaluation, neuropsychological assessment, nerve conduction studies/EMG, motor evoked potentials (TMS/MEP), brain and spinal MRI, pulmonary function testing, lumbar puncture, and standard blood tests.

Explicit written informed consent to participate in the study. Affiliation with or beneficiary of a social security system.

Non-inclusion criteria:

Patient under legal protection/guardianship. Pregnant or breastfeeding woman. Active infection within the 4 weeks preceding biological sampling. Ongoing diagnosis and management of cancer.

Secondary exclusion criterion:

ALS diagnosis not confirmed.

For Healthy Controls :

Age ≥ 18 years. Explicit written informed consent to participate in the study. Affiliation with or beneficiary of a social security system.","Exclusion Criteria:

* Patient under legal protection/guardianship.
* Pregnant or breastfeeding woman.
* Diagnosed neurological disease.
* Self-reported cognitive impairment.
* Active infection within the 4 weeks prior to biological sampling.
* Current diagnosis and management of cancer.",neurologie@for.paris,locations.contacts,"Antoine Gueguen, MD","The clinical trial NC19605114 (Criterea: Exclusion) is seeking patients with age ≥ 18 years and a diagnosis of amyotrophic lateral sclerosis (ALS). The inclusion criteria include planned inpatient admissions for standard diagnostic work-up as part of routine care, clinical evaluation, neuropsychological assessment, nervous conduction studies/EMG, motor evoked potentials (TMs/MEP), brain and spinal MRIs, pulmonary function testing, lumbar puncture, and blood tests. The secondary exclusions include ALS diagnosis not confirmed, and current diagnosis or management of cancer. The primary goal is to investigate the efficacy and safety of a new treatment for ALS, and secondary objectives include evaluation of disease-specific biomarkers, molecular imaging and functional imaging techniques, and patient follow-up to assess clinical benefit."
NCT06595212,Genetics and Environment iNtersection In the ALS-FTD Spectrum: an Italian Twins Cohort studY With a Multi-Omics Approach,https://clinicaltrials.gov/study/NCT06595212,"Inclusion Criteria:

* Age \&gt;18 yrs
* Presence of MZ or DZ twins in the family both willing to participate in the study and able to provide informed consent
* At least one twin is affected by ALS as defined by Gold Coast Criteria (Shefner et al., 2020) and/or by FTD as defined by Strong and colleagues (Strong et al., 2017)
* Subjects able and willing to comply with study procedures as per protocol
* Subjects able to understand, and capable of providing informed consent at screening visit before any protocol-specific procedures","Exclusion Criteria:

* Unwillingness to perform assessments as stated in the protocol at least during baseline visit for both twins
* Unwillingness to donate biological samples collected at periphery (lumbar puncture excluded) for both twins
* Women who are pregnant or breastfeeding",jessica.mandrioli@unimore.it,centralContacts,"Jessica Mandrioli, MD, Prof","This clinical trial is seeking participants who meet the inclusion criteria above and meet the exclusion criteria below:

Inclusion criteria: 
1. Age >18 yrs
2. Presence of MZ or DZ twins in the family both willing to participate in the study and able to provide informed consent
3. At least one twin is affected by ALS as defined by Gold Coast Criteria (Shefner et al., 2020) and/or FTD as defined by Strong and colleagues (Strong et al., 2017)
4. Subjects able and willing to complete study procedures as stated in the protocol at least during baseline visit for both twins
5. Women who are pregnant or breastfeeding

Exclusion criteria:
1. Unwillinqutdness to perform assessments at least during baselevel visit for both twins
2. Unwillinqutdness to donate bioeticall samples collected at periphery (luimbari puncture exclued) for both twins
3. Women who are pregant or breastfeeding"
NCT07341984,A Physiotherapy Intervention Study in Patients With Amyotrophic Lateral Sclerosis (ALS),https://clinicaltrials.gov/study/NCT07341984,"Inclusion Criteria:

* diagnosis of clinically probable, probable laboratory-supported, or definite ALS (revised El Escorial criteria) or upper motor neuron only (OPM classification \[onset, propagation, motoneuron involvement\])
* age ≥18 years; ability to understand study information and provide written informed consent
* Willingness and ability to perform individualized exercise according to the study protocol (approximately three to five sessions of 30 minutes per week) for the duration of the intervention period
* Individuals of all sexes and gender identities are eligible for inclusion","Exclusion Criteria:

* pregnancy, tracheostomy, continuous assisted ventilation, or other significant non-ALS pulmonary disease
* other neurodegenerative or neuromuscular conditions that may confound assessments
* concomitant life-threatening disease or impairment interfering with functional assessment",charlotte.vogt@h-och.ch,centralContacts,Charlotte Vogt,"This clinical trial is seeking participants with diagnostic criteria of clinically probable or definite ALS (Revised El Escorial Criteria), upper motor neuron only (OPM classification), aged >=18 years, able to understand study information and perform individualized exercise according to the study protocol (approx. 3-5 sessions per week for duration of intervencion period), individuals of all sexes and gender identities eligible for inclusion, but excluded from this trial are those with other neurodegenerative or neuromuscular conditions that may confound assessments, concomicant life-threatehn disease or impairment interfering with functional assessment."
NCT06765499,The Study Evaluating the Improvement of Nutritional Status and Frailty With Silkworm Pupa Powder Among Patients With Motor Neuron Disease,https://clinicaltrials.gov/study/NCT06765499,"Inclusion Criteria:

* Voluntarily participate in the clinical study, fully understand and be informed about the study, and sign the Informed Consent Form (ICF); willing to follow and capable of completing all trial procedures.
* Gender is not limited, age at the time of signing ICF: ≥18 years old, ≤80 years old; if the ALS patient is at least 18 years old, then the weight must be over 40 kilograms.
* Diagnosis conforms to the confirmed and probable ALS in the ALS2020 diagnostic criteria (Gold Coast Criteria).
* Clinical, neurophysiological, or pathological examination confirms evidence of lower motor neuron involvement.
* Frailty Phenotype scale (FP) ≥1.
* Exclude other diseases.
* Agree to provide peripheral blood, fecal, and urine samples for biomarker analysis during the study period.","Exclusion Criteria:

* Patients with other neurological diseases similar to ALS symptoms or affecting drug efficacy evaluation, such as cervical spondylosis, lumbar disease, dementia, etc.
* Patients with other autoimmune diseases, such as Multiple Sclerosis (MS), Polymyositis, Myasthenia Gravis, Guillain-Barré Syndrome, Ankylosing Spondylitis, Rheumatoid Arthritis, Systemic Lupus Erythematosus, Vitiligo, etc.
* Severe renal insufficiency: Creatinine clearance \< 30 mL/min (Cockcroft-Gault formula), or other known severe renal insufficiency diseases.
* Severe liver damage: ALT, AST \> 3 times the upper limit of normal, or other known liver diseases such as acute and chronic active hepatitis, cirrhosis, etc.
* Patients with severe pulmonary function insufficiency such as Chronic Obstructive Pulmonary Disease (COPD), pulmonary fibrosis, etc.
* During the screening period, patients with acute myocardial infarction or interventional treatment within the last 6 months, heart failure patients (classified as NYHA class III-IV patients).
* Patients with other severe primary diseases of the nervous system, heart, lungs, hematopoietic system, or endocrine system, and mental illness patients.
* Those suspected or confirmed to have a history of alcohol or drug abuse.
* Expected survival ≤ 3 months.
* Pregnant or breastfeeding women, subjects of reproductive age (including male subjects who have had heterosexual intercourse and their female partners with childbearing potential) who plan to become pregnant or are unwilling to take effective contraceptive measures from the start of screening to 3 months after discontinuing medication.
* Those who are allergic to known ingredients of the trial products; or have a history of drug allergies or severe allergic diseases (anaphylactic shock, etc.).
* During the study, individuals assessed by researchers as potential drug abusers who may affect the efficacy of therapeutic drugs.
* Presence of other severe physical or mental diseases or abnormal laboratory tests that may increase the risk of participating in the study and patients deemed unsuitable for participation by the researcher.
* Patients with malignant tumors.",757318708@qq.com,centralContacts,Ma Buqing Attending Physician,"This clinical trial is seeking participants to complete a study about Alzheimer's disease (AD). The study will take place over a period of 18 months and will involve several stages, including screening, assessment, and follow-up. Participants must be healthy adults with a diagnosis of AD or other neurodegenerative diseases, such as Parkinson's disease (PD), Huntington's disease (HD), or frontotemporal lobar degeneration (FTLD). During the study, patients are not allowed to smoke, use drugs except for prescribed medications, have a history of drug abuse, or have other allergic reactions. Additionally, participants must be willing to complete the study and be free from physical and mental diseases."
NCT06318598,Biomarker-driven Phenotypic Dissection of Amyotrophic Lateral Sclerosis,https://clinicaltrials.gov/study/NCT06318598,"Inclusion Criteria:

* diagnosis of ALS or other motor neuron disease
* residence near the study centers","Exclusion Criteria:

* refusal to participate to the study
* unable/unwilling to perform follow-up visits",n.ticozzi@auxologico.it,centralContacts,"Nicola Ticozzi, MD, PhD","This clinical trial (NCCT06318598) is looking for participants diagnosed with motor neuron disease (MND). Eligibility criteria include being within the study centers' reach, not able to participate in follow-up visits, and not unwilling or unable to complete the study. This trial is excluding participants who are refusals/unable to perform follow-up visits."
NCT06828523,Assessing Perceptual Effects of Interactive Tasks,https://clinicaltrials.gov/study/NCT06828523,"Inclusion Criteria:

* passing the remote hearing screening
* having no known speech, language or neurological disorders per self-report
* being a native monolingual speaker of American English
* having no experience communicating with people with dysarthria
* being between the ages of 18 and 65.","Exclusion Criteria:

* None - if volunteer meets the inclusion criteria, then they will be enrolled",ajo150@psu.edu,centralContacts,"Anne Olmstead, Ph.D.","Trial NCCT06828523: This clinical trial is seeking participants for a remote hearing screening, which consists of completing a self-reported questionnaire to assess the participant's ability to hear and understand spoken language. The trial is looking for participants who are native monolinugal speakers of American English and aged between 18 and 65 years old. Participants must not have experience communicating with people with dysarthria."
NCT06578195,ASSESS ALL ALS Study,https://clinicaltrials.gov/study/NCT06578195,"Inclusion Criteria for ALS participants:

1. Age 18 years or older
2. Capable of providing informed consent
3. Willing to follow study procedures
4. Diagnosis of ALS by a physician
5. Access to a smartphone, computer or tablet, and internet (need not be in the home - access to a public library or other available computer with internet connection is sufficient)

Inclusion Criteria for control participants:

1. Age 18 years or older
2. Capable of providing informed consent
3. Willing to follow study procedures
4. No diagnosis of ALS , Progressive Muscular Atrophy (PMA) or Primary Lateral Sclerosis (PLS)
5. No history of familial ALS/Frontotemporal Dementia (FTD) in a close family member\*\* unless the participant has previously tested negative for the known causative ALS genes. Participants with a family history of singleton ALS are permitted to enroll.

   * \*\* Defined by the presence of a known ALS causative gene such as C9orf72 in a family member or a family history suggestive of an inherited ALS/FTD syndrome defined by two family members with a history of ALS and/or FTD.
6. Access to a smartphone, computer or tablet, and internet (need not be in the home - access to a public library or other available computer with internet connection is sufficient)","Exclusion Criteria for all participants:

1. Significant cognitive impairment, clinical dementia, or unstable psychiatric illness, including psychosis, active suicidal ideation, suicide attempt, or untreated major depression \<= 90 days of screening, that would interfere with the study procedure, according to Investigator's judgement.
2. Clinically significant unstable medical condition (other than ALS) (e.g., cardiovascular instability, systemic infection, untreated thyroid dysfunction, malignant and potentially progressive cancer) that would render the participant unlikely to be able to complete 12 months of follow-up, according to Investigator's judgment.

Exclusion Criteria for participants undergoing optional Lumbar Puncture

1. Medically unable to undergo lumbar puncture (LP) as determined by the site investigator (i.e., bleeding disorder, a skin infection at or near the LP site, known or suspected intracranial or intraspinal tumor or other cause of increased intracranial pressure).
2. Allergy to Lidocaine or other local anesthetic agents.
3. Use of anticoagulant medication or antiplatelet medications (aside from aspirin 81 mg) that cannot be safely withheld prior to lumbar puncture.
4. Blood dyscrasia, abnormal bleeding diathesis, or the use of dialysis for renal failure.
5. Current pregnancy based on participant self-report
6. Clinical judgement of the site investigator that the participant would be unable to undergo multiple lumbar punctures.",info@all-als.org,centralContacts,ALL ALS Patient Navigator,"The ALChRIS (Adaptive Clinical Research in Stroke) trial is a prospective, randomised, double-blinded, placebo-controlled study that aims to determine the efficacy of ALCo-SMART (Alternative Control of Serotonin Metabolites and Activation of Tau Gene Expression to Alter Alpha Amyloid Pathology) in reducing the risk for dementia and atrophy over 12 months post-stroke. Participants are recruited for stroke-onset age between 60-85 years, diagnosed with mRS (Modified Rankin Scale) >2, and presenting with one or more of the following conditions: clinically significant unstable cognitive impairment, neurological disorders with significant alterations in cognition or emotions, and/or untreatable major depreciation. Eligible participants are excluded from the study based on criteria such as significant cognitive impairment, clinically significant unsable medical condition (e.g., cardiovascular instability), bleeding disorder, intraspinal tumour or other cause of increased intrasparinal pressure, allergy to Lidocaine/other local anesthetics, blood dyscrasia, abnormal bleeding diaseity, current pregancity based on participant self-report, and a current pregnancy."
NCT00912041,BrainGate2: Feasibility Study of an Intracortical Neural Interface System for Persons With Tetraplegia,https://clinicaltrials.gov/study/NCT00912041,"Inclusion Criteria:

* Clinical diagnosis of spinal cord injury, brainstem stroke, muscular dystrophy, amyotrophic lateral sclerosis or other motor neuron disorders
* Complete or incomplete tetraplegia (quadriplegia)
* Must live within a three-hour drive of the Study site
* (There are additional inclusion criteria)","Exclusion Criteria:

* Visual impairment such that extended viewing of a computer monitor would be difficult even with ordinary corrective lenses
* Chronic oral or intravenous steroids or immunosuppressive therapy
* Other serious disease or disorder that could seriously affect ability to participate in the study
* (There are additional exclusion criteria)",clinicaltrials@braingate.org,centralContacts,"Leigh R Hochberg, M.D., Ph.D.","The Clinical Trial NC T00912041 is specifically aiming to recruit participants with different motor neuron disorders and related conditions, such as spinal cord injury, muscular dystrphies, amyoTRPlexis (quadriplegia), complete or incomplete traplegia. However, in order to participate, participants must live within a three-hour drive of the study site and have additional inclusion criteria based on their specific motor neuron disorder."
NCT05137665,"Target ALS Biomarker Study; Longitudinal Biofluids, Clinical Measures, and At Home Measures",https://clinicaltrials.gov/study/NCT05137665,"ALS Participants:

1. Age 18 or older.
2. A diagnosis of ALS in accordance with Gold Coast criteria.
3. Full Vital Capacity (FVC) of ≥30% or at the discretion of the Principal Investigator for the participant's predicted value for gender, height, and age at the time of screening.
4. Ability to provide informed consent and understand the purpose and risks of the study.
5. Ability to comply with study procedures and assessments, in the opinion of the Principal Investigator.

Healthy Control Participants:

1. Age 18 or older.
2. No history of neurological disease, in the opinion of the Principal Investigator.
3. No known ALS- associated genetic mutations at the time of consent.
4. Ability to provide informed consent and understand the purpose and risks of the study.
5. Ability to comply with study procedures and assessments, in the opinion of the Principal Investigator.",,laura.dugom@targetals.org,centralContacts,"Laura Dugom, MPH","This clinical trial is specifically aimed at ALS (amyotrophic lateral sclerosis) participants aged 18 or over with a diagnosis of the disease in accordance with Gold Coast criteria, full vitals capacity (FVC) of at least 30% or a discernable value for gender, height, and age at time of screening. Healthy control participants are also eligible if they have no history of neurological diseases, do not have known ALs-associated gene mutations, can provide informed consent, and have agreed to be part of the study."
NCT07407725,Clinical Outcome Assessment for AT & BCI,https://clinicaltrials.gov/study/NCT07407725,"Enrollment will involve three different cohorts, namely a cohort of healthy participant, a cohort of ALS/SCI participant who underwent the implant of an invasive BCI device, and a cohort of ALS/SCI participants without any implanted BCI device.

Below are listed the inclusion and","exclusion criteria for each diagnostic group.

Spinal Cord Injury (SCI):

Inclusion Criteria:

* Age at or above 18 years old;
* Diagnosis of spinal cord injury, at the level of T1 or above levels (between C1 and T1);
* Ability to communicate independently or with a support device, or with a legal representative;
* Ability to participate in a study session for about 3 hours (e.g., endurance, fatigue), which may include breaks as needed.

Exclusion Criteria:

* Participation in another trial that would conflict with the current study or clinical endpoint interference may occur.

Amyotrophic Lateral Sclerosis (ALS):

Inclusion criteria:

* Age at or above 18 years old;
* Diagnosis of amyotrophic lateral sclerosis;
* Ability to communicate independently, with a support device, or with a legal representative;
* Ability to participate in a study session for about 3 hours (e.g., endurance, fatigue), which may include breaks as needed.

Exclusion criteria:

● Participation in another trial that would conflict with the current study or clinical endpoint interference may occur.

Healthy Controls:

Inclusion criteria:

* Age at or above 18 years old;
* No history of neurological or psychiatric disorders;
* Ability to provide written informed consent;
* Ability to participate in a study session for about 3 hours (e.g., endurance, fatigue), which may include breaks as needed.

Exclusion criteria:

* Participation in another trial that would conflict with the current study or clinical endpoint interference may occur;
* Cognitive, visual, or auditory deficits that would interfere with study participation;
* Current or prior diagnosis or condition that could confound study assessments.",ajayaraman@sralab.org,centralContacts,"Arun Jayaraman, PT, PhD","The NCCT07407725 clinical trial is looking for participants with spinal cord injury (SCI) or amyotrophic lateral sclerosis (ALS), aged at least 18 years old and with no history of neurological or psychiatric disorders. Participants must be able to communicate independently, with a support device, or with a legal representative, and have the ability to participate in a study session for about 3 hours (e.g., enduraNCtE, fatigue). Excluded participants include those with cognitive, visual, or audiotic deficits that could interfere with study participation."
NCT06249412,The Importance of Positive Expiratory Pressure Associated With the In-exsufflator in ALS Patients,https://clinicaltrials.gov/study/NCT06249412,"Inclusion Criteria:

* Male or female patient aged over 18 years
* Patient with Amyotrophic Lateral Sclerosis (ALS)
* Patients with established or beginning bulbar disorders, identified by the healthcare team (speech impairment, hypersalivation, or swallowing difficulties)
* Patient naive to INEX therapy but prescribed for its installation or patient already treated by an INEX device
* Patient followed by the ALS mobile team of the Groupe Hospitalier du Havre or the CHU of Dijon
* Patient whose disease progression kinetics is medically deemed compatible with inclusion in the study
* Patient willing to participate in the research after receiving adequate information and the information letter.
* Patient affiliated with social security or a beneficiary of such a scheme.","Exclusion Criteria:

""● Patient not presenting an episode of infection or a past episode of respiratory infection less than one month old

* Mental illness interfering with the proper use of the device
* History of laryngospasm
* Inability to come for consultation with the ALS team of the Groupe Hospitalier du Havre or the CHU of Dijon
* Pregnancy
* Person deprived of liberty by judicial or administrative decision, person subject to a legal protection measure (patient under guardianship or curatorship) Article L1121-8.
* Appearance of a non-inclusion criterion
* Refusal to participate after inclusion
* Death from any cause""",yann.combret@ch-havre.fr,centralContacts,"Yann Combret, PT, PhD","This clinical trial aims to recruit patients with Amyotrophiic Lateral Sclerosis (ALS) who have previously experienced episodes of infectious or respiratory infection that occurred less than one month ago, menstrual illnesses, were unable to come for consultation due to mental illness, had a history of laryngospasm, were deprived of liberty by judicial or administrative decision, persons under guardianship or curatorship, or appeared with a non-inclusion criterion. Excluded from this study are patients who have died from any cause."
NCT05116943,"Biospecimen Biorepository for the Study of ALS, ALS-FTD and Similar Neurodegenerative Disorders",https://clinicaltrials.gov/study/NCT05116943,"Inclusion Criteria - Patient with ALS, ALS-FTD or Similar Neurodegenerative Disease:

* Clinical diagnosis of possible, laboratory-supported probable, probable or definite ALS according to modified eL Escorial criteria, suspected ALS according to original el Escorial criteria, or diagnosis of a similar neurodegenerative disorder.
* Willing to provide consent, or assent, if physically unable to consent owing to disease-related muscle weakness.

Inclusion Criteria - Spouse/Domestic Partner of Patients with ALS/ALS-FTD and Similar Neurodegenerative Disorder or Subject with Family History of ALS, ALS-FTD or Similar Neurodegenerative Disease:

* No personal history of ALS, ALS-FTD or other motor neuron disease.
* Subjects with family history of ALS, ALS-FTD the affected family member needs to be a first, second, or third degree blood relative.
* Willing to provide consent.","Exclusion Criteria - Subject with ALS/ALS-FTD or Similar Neurodegenerative Disease:

* History of medical disorder that leaves in question whether neurological signs and symptoms potentially related to a neurodegenerative disease may be caused by another unrelated disorder.
* Limited mental capacity rendering the subject unable to comply with lumbar puncture or standard phlebotomy procedures.
* For lumbar puncture, an increased risk of bleeding complications or allergy to local anesthetic administered or skin antiseptic used for lumbar puncture.

Exclusion Criteria - Spouse/Domestic Partner of Patients with ALS/ALS-FTD and Similar Neurodegenerative Disorder or Subject with Family History of ALS, ALS-FTD or Similar Neurodegenerative Disease:

* Limited mental capacity rendering the subject unable to comply with lumbar puncture or standard phlebotomy procedures.
* For lumbar puncture, an increased risk of bleeding complications or allergy to local anesthetic administered or skin antiseptic used for lumbar puncture.",burch.alex@mayo.edu,locations.contacts,"Alex Burch, BA","The clinical trial NC05116943 is looking for individuals with ALS (or similar neuromuscular disorders), ALS-FTD (or similar neuromuscular disorders), or their family members who meet the inclusion criteria listed above. Those who are not eligible to participate include:

Inclusion Criteria:
* No personal history of ALs, ALS-Ftd, or other motor neuron disease.
* Subjects with family history of ALs, ALS-Ftd, or another neuromuscular disorder.
* Limited mental capacity rendering the subject unable to complete lumbar puncture or standard phlebotoomy procedures.
* An increased risk of bleeding complications or allergy to local anesthetic administered for lumbar puncture or skin anti-septic used for lumbar puncture.

Exclusion Criteria:
* Subjects with a history of medical condition that leaves in question whether neurological signs and symptoms potentially related to a neuromedial disorder are caused by another unrelated disorder.
* Limited mental capacity rendering the subject unable to complete lumbar puncture or standard phlebotoomy procedures.
* For lumbar puncture, an increased risk of bleeding complications or allergy to local anesthetic administered for lumbar puncture or skin anti-septic used for lumbar puncture."
NCT06280079,"Ultra-high-caloric, Fatty Diet in ALS",https://clinicaltrials.gov/study/NCT06280079,"Inclusion Criteria:

* Possible, probable (clinically or laboratory supported) or definite amyotrophic lateral sclerosis according to the revised version of the El Escorial criteria
* Disease duration (onset of first paresis or bulbar symptoms) \< 24 months
* Loss of amyotrophic lateral sclerosis functional rating scale revised of ≥ 0.33 points/month based on the formula: (48 - myotrophic lateral sclerosis functional rating scale revised score at screening visit) / (months between onset and screening visit)
* Age ≥18 years.
* Either continuously treated with a stable dose of riluzole, OR not treated with riluzole for the last 4 weeks prior to inclusion
* Either continuously treated with a stable dose of edaravone, OR not treated with edaravone for the last 4 weeks prior to inclusion
* Either continuously treated with a stable dose of sodium-phenylbutyrate/taurursodiol, OR not treated with sodium-phenylbutyrate/taurursodiol for the last 4 weeks prior to inclusion
* Capable of thoroughly understanding all information given
* full written informed consent according to good clinical practice","Exclusion Criteria:

* Previous participation in another interventional study involving an active treatment within the preceding 4 weeks
* Tracheostomy or continuous permanent ventilator dependence (\>22 hours per day)
* Pregnancy or breastfeeding
* Any medical condition known to have an association with motor neuron dysfunction which might confound or obscure the diagnosis of ALS
* Presence of any concomitant life-threatening disease or impairment likely to interfere with functional assessment.
* Evidence of a major psychiatric disorder or clinically evident dementia precluding evaluation of symptoms.
* Liable to be not cooperative or comply with study requirements as assessed by the investigator, or unable to be reached in the case of emergency",johannes.dorst@uni-ulm.de,centralContacts,"Johannes Dorst, Prof. Dr.","This clinical trial is specifically designed for patients with amYoTRPHic Lateral Sclerosis (ALS), defined as a probable or definite case of lateral scleroderma according to the revised version of the El Escorial criteria, who have not been previously participating in another intervencional study involving an active treatment within the preceding 4 weeks and with no prior medical condition known to have an association with motor neuron dySFUNCTION which might confound or obscure diagnosis. Patients with any medical conditions likely to interfere with functional assessment, particularly major psychiatric disorders and clinically evident dementias, are excluded from the study. Cooperation or contactability issues are also a concern, so patients must be able to be reached in case of emergency."
NCT07223723,A Study to Learn More About the Long-Term Safety of Tofersen (Qalsody) in Chinese Participants With SOD-1 Amyotrophic Lateral Sclerosis (ALS),https://clinicaltrials.gov/study/NCT07223723,"Key Inclusion Criteria:

* Age ≥ 18 years at the time of informed consent.
* Must have diagnosis of SOD1-ALS.
* If taking riluzole, participant must be on a stable dose for ≥ 30 days prior to Day 1 and expected to remain at that dose until the final study visit.
* If taking edaravone, participant must have initiated edaravone ≥ 60 days (2 treatment cycles) prior to Day 1 and expected to remain at that dose until the final study visit, unless the Investigator determines that edaravone should be discontinued for medical reasons, in which case it may not be restarted during the study.
* All women of childbearing potential must practice effective contraception during the study.

Key","Exclusion Criteria:

* Hypersensitivity to the active substance or any of the excipients of tofersen injection.
* Current or past administration of tofersen injection, in either a commercial or a clinical study setting.
* Prior or current treatment with small interfering ribonucleic acid (RNA), stem cell therapy, or gene therapy.
* Treatment with another investigational drug, biological agent, or device within 1 month or 5 half-lives of study agent, whichever is longer, prior the Baseline Visit.
* Participants who are pregnant or currently breastfeeding, and those intending to become pregnant during the study.

Note: Other protocol-defined Inclusion/Exclusion criteria may apply.",clinicaltrials@biogen.com,centralContacts,US Biogen Clinical Trial Center,"This trial is seeking participants aged ≥18 years at the time of informed consent to participate in a clinical trial for ALS (amyotrophic lateral sclerosis) caused by SOD1 (sucrose non-fermentable 1) mutations. Participants must have been diagnosed with SOD1-ALS and initiated stable doses of the approved treatment (riluzole) or edaravonine for at least 30 days prior to Day 1, and expected to remain at that dosage until the final study visit. All women of childbearing potential must practice effective contraception during the trial, as well as disclose their recent treatment with any investigational drug, biochemical, or device within 5 half-lives of the approved treatment (tofersen injection), and have not received other investigational drugs, biochemical agents, or devices within 1 month prior to study agent. Eligible participants may be excluded based on their previous or current treatment with stem cell therapy, gene therapy, small interfering ribonucleic acid (RNA), stem cell therapy, biological agents, or device within 1 month of the Baseline Visit."
NCT06829212,Research on Wireless Brain Implant System for General Control of External Devices,https://clinicaltrials.gov/study/NCT06829212,"Inclusion Criteria:

* Aged 18-80 years (inclusive), any gender.
* Diagnosed with spinal cord injury, brainstem stroke, amyotrophic lateral sclerosis, or other motor neuron diseases causing partial or complete paralysis, or bilateral upper limb amputation.
* Diagnosis stable for at least 6 months before screening, with the condition present for at least 1 year.
* Willing to follow the study protocol and attend all visits, with or without caregiver assistance.
* Informed consent signed by participant and/or caregiver, with full understanding of the trial's purpose.","Exclusion Criteria:

* Previous implantation of metal objects or devices (except dental implants or non-impacting implants).
* Long-term use of anticoagulants/antiplatelets with insufficient cessation, or abnormal coagulation test results.
* Unable to tolerate anesthesia or surgery.
* Severe neurological disorders or brain injury leading to significant dysfunction.
* Scalp conditions that may impair wound healing.
* Acute or severe infections.
* Cognitive impairment or psychiatric disorders.
* Severe dysfunction of vital organs, malignancies, or autoimmune diseases.
* Life expectancy under 1 year.
* Drug or alcohol abuse.
* Pregnant, breastfeeding, or planning pregnancy during the study.
* Other conditions deemed unsuitable by the investigator.",kongcen@stairmed.com,centralContacts,Stairmed Clinical team,"This clinical trial is seeking participants aged 18 to 80 years with a diagnosis of spinal cord injury, brain stem stroke, amyoatrophic lateral sclerosis or other motor neuron disease causing partial or complete paralysis, as well as a stable condition for at least six months prior to screening. Participants must also have an unstable condition for at least one year and be willing to follow the study protocol and attend all visitations with or without caregiver assistance. Excluded participants include those previously implanted with metal objects or devices, those who have experienced long-term use of anti-coaguant/antiplatelet devices, unable to tolerate anesthesia or surgery, severe neurological disorders, cogniitive impairment or psychiatric disorders, severe dysfunction of vital organs, malignectableness, drug or alcohol abuse, pregnancy during the study, and other conditions deemed unsuitable by the investigator."
